acceptance_rate,accreditation,achievements,address,admission_requirements,average_rating,banner_url,campus_map_url,city,crawled_at,currency,description,email,english_name,error,facebook,facilities,faculty_count,founded_year,history,international_partnerships,is_featured,is_verified,latitude,location,logo_url,longitude,mission,name,phone,province,ranking_international,ranking_national,review_count,scholarships,short_name,source,specializations,status,student_count,total_rating,tuition_fee_max,tuition_fee_min,type,view_count,vision,website
,,,"c công lập ______________________________________ Số 91 Phố Chùa Láng, Phường Láng, Hà Nội, Việt Nam ______________________________________ Điện thoại: (84-24) 3259 5158 ______________________________________ Đào tạo Đại học Sau Đại học Vừa làm vừa học Đào tạo Quốc tế E-Learning Học bổng",,0.0,https://www.ftu.edu.vn/media/jact/big/images\2025\T7\23\1\2.jpg,,Hà Nội,2025-08-19T02:10:11.566329,VND,"Trường Đại học Ngoại thương là trường đại học công lập của Việt Nam, trực thuộc Bộ Giáo dục và Đào tạo, trụ sở tại 91 phố Chùa Láng, phường Láng Thượng, quận Đống Đa, thủ đô Hà Nội.",,,,https://www.facebook.com/ftutimesofficial/?hc_ref=SEARCH&fref=nf,['Thư Viện'],,1960,,,False,False,,,https://www.ftu.edu.vn/images/stories/joomlart/logo.png,,"Sứ mệnh, tầm nhìn, triết lý giáo dục và các giá trị cốt lõi Đảng Ủy Hội đồng trường Ban giám hiệu Khen thưởng Các đơn vị Công khai GIỚI THIỆU CHUNG VỀ TRƯỜNG ĐẠI HỌC NGOẠI THƯƠNG Sứ mệnh, tầm nhìn, triết lý giáo dục và các giá trị cốt lõi Details Dec 27 2090 Sứ mạng, tầm nhìn, các giá trị cốt lõi và Chiến lược phát triển Nhà trường giai đoạn 2021-2030, tầm nhìn 2040 Ban giám hiệu Details Dec 26 2090 Giới",Trường Đại học Ngoại Thương,,Hà Nội,,,0,,FTU,Crawler,"['Sự kiện tiêu biểu', 'Công tác Đảng', 'Công đoàn', 'Văn bản - Quy định', 'Tin tức khác', 'Đại học', 'Sau Đại học', 'Vừa làm vừa học', 'Đào tạo Quốc tế']",active,,0,,,public,0,"tầm nhìn, triết lý giáo dục và các giá trị cốt lõi Đảng Ủy Hội đồng trường Ban giám hiệu Khen thưởng Các đơn vị Công khai GIỚI THIỆU CHUNG VỀ TRƯỜNG ĐẠI HỌC NGOẠI THƯƠNG Sứ mệnh, tầm nhìn, triết lý giáo dục và các giá trị cốt lõi Details Dec 27 2090 Sứ mạng, tầm nhìn, các giá trị cốt lõi và Chiến lược phát triển Nhà trường giai đoạn 2021-2030, tầm nhìn 2040 Ban giám hiệu Details Dec 26 2090 Giới thiệu về",https://www.ftu.edu.vn
,,,,,0.0,,,,2025-08-19T02:10:12.769449,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,NEU,Crawler,[],active,,0,,,,0,,https://www.neu.edu.vn
,,,,,0.0,,,,2025-08-19T02:10:13.974975,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,,Crawler error: Cannot fetch https://www.hlu.edu.vn,[],active,,0,,,,0,,https://www.hlu.edu.vn
,,,"TRÆ ̄á»NG Äáo I Há»C CÃNG NGHá» TP.HCM (HUTECH) Trá»¥ sá» Äiá»n BiÃan Phá»§: 475A Äiá»n BiÃan Phá»§, PhÆ°á»ng Tháo¡nh Má»1 TÃ¢y, TP.HCM CÆ¡ sá» Ung VÄn KhiÃam: 31/36 Ung VÄn KhiÃam, PhÆ°á»ng Tháo¡nh Má»1 TÃ¢y, TP.HCM Trung tÃ¢m ÄÃ o táo¡o NhÃ¢n lá»±c cháo¥t lÆ°á»£ng cao",,0.0,https://file1.hutech.edu.vn/file/slider/9148571755078210.jpg,,TP.HCM,2025-08-19T02:10:15.297205,VND,"TrÆ°á»ng Äáo¡i há»c uy tÃ­n cháo¥t lÆ°á»£ng hÃ ng Äáo§u Viá»t Nam, ÄÃ o táo¡o Äa ngÃ nh nghá», Äáo£m báo£o thá»±c táo­p, viá»c lÃ m cho sinh viÃan theo há»c.",hutech@hutech.edu.vn,,,,[],,,,,False,False,,,https://www.hutech.edu.vn/images/logo/HUTECH_qs_starts.png,,,hutech.edu.vn,,TP.HCM,,,0,,TP,Crawler,"['PhÃ2ng Khoa há»\x8dc CÃ ́ng nghá»\x87', 'KHOA - VIá»\x86N', 'Khoa CÃ ́ng nghá»\x87 thÃ ́ng tin', 'Khoa Luáo\xadt', 'Khoa Quáo£n trá»\x8b kinh doanh', 'Khoa Tiáo¿ng Anh', 'Viá»\x87n Khoa Há»\x8dc á» ̈ng Dá»¥ng HUTECH', 'Khoa Truyá»\x81n thÃ ́ng vÃ Thiáo¿t káo¿', 'Khoa Há»\x87 thá»\x91ng thÃ ́ng tin quáo£n lÃ1⁄2', 'Khoa TÃ i chÃ\xadnh - ThÆ°Æ¡ng máo¡i', 'Khoa Nháo\xadt Báo£n há»\x8dc', 'Khoa Ä\x90iá»\x81u dÆ°á»¡ng vÃ XÃ©t nghiá»\x87m', 'Khoa Trung Quá»\x91c há»\x8dc', 'Khoa Kiáo¿n trÃoc - Má»1 thuáo\xadt', 'Khoa HÃ n Quá»\x91c há»\x8dc', 'Khoa ThÃo y - ChÄ\x83n NuÃ ́i', 'Khoa QT Du lá»\x8bch - NhÃ hÃ ng - KhÃ¡ch sáo¡n', 'Khoa XÃ¢y dá»±ng', 'Khoa Khoa há»\x8dc XÃ£ há»\x99i vÃ Quan há»\x87 CÃ ́ng chÃong', 'Viá»\x87n Khoa há»\x8dc sá»©c khoáo»', 'Khoa DÆ°á»£c', 'Khoa Marketing - Kinh doanh quá»\x91c táo¿', 'CÃ ́ng bá»\x91 khoa há»\x8dc', 'Quáo£n lÃ1⁄2 khoa há»\x8dc', 'Vinh danh sinh viÃan Khoa TÃ i chÃ\xadnh - ThÆ°Æ¡ng máo¡i: Nhá» ̄ng trÃ¡i tim tÃ¬nh nguyá»\x87n vÃ¬ cá»\x99ng Ä\x91á»\x93ng']",active,,0,,,,0,,https://www.hutech.edu.vn
,,,"rường Đại học Tôn Đức Thắng Số 19 Nguyễn Hữu Thọ, phường Tân Hưng, TP. Hồ Chí Minh, Việt Nam Phổ biến Danh mục ngành Hướng dẫn học vụ Bằng sáng chế Tạp chí khoa học Hợp tác quốc tế Tổ chức Khoa - Trường Phòng - Ban Viện - Trung tâm Phân hiệu Khánh Hòa Trường Quốc tế Việt Nam - Phần Lan Truy cập nhan",,0.0,,,Hồ Chí Minh,2025-08-19T02:10:16.990393,VND,"Trường Đại học Tôn Đức Thắng (TDTU) là trường đại học công lập, đào tạo đại học, sau đại học và hoạt động khoa học...",tuvantuyensinh@tdtu.edu.vn,,,https://www.facebook.com/tonducthanguniversity/,[],,,Lịch sử hình thành Tuyên ngôn TDTU Định hướng phát triển #16 Khoa chuyên môn #43 Ngành đào tạo đại học #55000+ Cựu sinh viên #59 Giáo sư cộng tác #13000+ Công bố quốc tế Số liệu tổng quan Kiểm định cơ sở giáo dục TDTU đã đạt chuẩn kiểm định cấp cơ sở giáo dục theo HCÉRES (giai đoạn 2018 - 2023) và FIBAA (giai đoạn 2024 - 2030). FIBAA (2024 - 2030) HCÉRES (2018 - 2023) Kiểm định chương trình đào tạo Tính,,False,False,,,https://www.tdtu.edu.vn/sites/www/files/logo-dh_0.png,,"mission.tdtu.edu.vn Tuyển sinh sau đại học Địa chỉ : Phòng B002, 19 Nguyễn Hữu Thọ, phường Tân Hưng, TP. Hồ Chí Minh Điện thoại : (028) 37 755 059 Email : tssdh@tdtu.edu.vn Website : https://grad.tdtu.edu.vn Tuyển dụng Địa chỉ : Phòng A0009, 19 Nguyễn Hữu Thọ, phường Tân Hưng, TP. Hồ Chí Minh Điện thoại : (028) 377 55 035 Email : tuyendung@tdtu.edu.vn Website : tdtu.edu.vn/tuyen-dung Truyền thông - Báo c",Trang chủ | Đại học Tôn Đức Thắng,0944 314 466,Hồ Chí Minh,,,0,,TDTU,Crawler,"['TDTU tham dự Hội nghị trực tuyến triển khai phong trào “Cả nước thi đua đổi mới sáng tạo và chuyển đổi số” và “Bình dân học vụ số” ngành Giáo dục', 'Báo Vietnamnet: TDTU thành lập Trung tâm Đổi mới sáng tạo và Chuyển giao Khoa học công nghệ', 'Tạp chí khoa học', 'Xếp thứ 95 trong số các đại học nghiên cứu liên ngành tốt nhất thế giới theo THE Interdisciplinary Science Rankings 2025', 'Hội thảo quốc tế về Tính toán thông minh trong Kỹ thuật và Khoa học', 'Trường Đại học Tôn Đức Thắng tư vấn lựa chọn nguyện vọng xét tuyển đại học tại Đại học Bách Khoa ngày 19/7/2025', 'Danh mục ngành học', 'Danh mục ngành', 'Khoa - Trường']",active,,0,,,,0,"tầm nhìn, mục tiêu của Trường: tại đây - Tóm tắt quá trình hình thành và phát triển của Trường: tại đây - Thông tin người đại diện pháp luật hoặc người phát ngôn hoặc người đại diện để liên hệ: Họ và tên: TS. Trần Trọng Đạo Chức vụ: Hiệu trưởng Địa chỉ: 19 Nguyễn Hữu Thọ, phường Tân Hưng, TP. Hồ Chí Minh Số điện thoại văn phòng: 028 37 715 510 Email: trantrongdao@tdtu.edu.vn - Tổ chức bộ máy: tại đây - Ch",https://www.tdtu.edu.vn
,,,,,0.0,,,,2025-08-19T02:10:18.024369,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,,Crawler error: Cannot fetch https://www.ou.edu.vn,[],active,,0,,,,0,,https://www.ou.edu.vn
,,,"mẫu và tách dung môi Khu 2, Đ. 3/2, P. Ninh Kiều, TP. Cần Thơ ĐT: +84292 3831 530; 3838 237; 3832 663 Fax: +84292 3838 474",,0.0,,,Cần Thơ,2025-08-19T02:10:20.280858,VND,Giới thiệu Giới thiệu Tin tức Tuyển sinh Đào tạo Nghiên cứu Hợp tác Đơn vị trực thuộc Tân sinh viên Người học Viên chức Cựu sinh viên Sự kiện English Tân sinh viên Người học Viên chức Cựu sinh viên EN Trang chủ Giới thiệu Tổng quan Đảng ủy Hội đồng Trường Ban Giám hiệu Hội đồng Khoa học và Đào tạo Hội đồng Đả,dhct@ctu.edu.vn,Đại học Cần Thơ - Can Tho University,,https://facebook.com/ctudhct,[],,,"Lịch sử, Địa lý, và Ngoại ngữ. Sau đó mở rộng thành 5 Khoa: Toán - Lý (1980), Hóa - Sinh (1980), Sử - Địa (1982), Ngữ văn (1983) và Ngoại ngữ (1983). Trường Cao đẳng Nông nghiệp được đổi tên thành Khoa Nông nghiệp, đào tạo 2 ngành Trồng trọt và Chăn nuôi. Đến năm 1979, Khoa Nông nghiệp được mở rộng thành 7 Khoa: Trồng trọt (1977), Chăn nuôi - Thú y (1978), Thủy nông và Cải tạo đất (1978), Cơ khí Nông ngh",,False,False,,,https://www.ctu.edu.vn/images/upload/logo.png,,"Sứ mệnh Đại học Cần Thơ là nơi đào tạo con người tinh hoa trong môi trường học tập khai phóng, nghiên cứu khoa học và chuyển giao công nghệ đương đại, phát triển xã hội thịnh vượng Tầm nhìn Đại học Cần Thơ là nơi hội tụ, giao thoa và sản sinh tri thức - văn hóa - khoa học - công nghệ, tác động vào phát triển xã hội bền vững Giá trị cốt lõi Đồng thuận - Tận tâm - Chuẩn mực - Sáng tạo Triết lý giáo dục Vì",CTU,,Cần Thơ,,,0,,CTU,Crawler,"['Khu 2, Đ. 3/2, P. Ninh Kiều, TP. Cần Thơ', 'ĐT: +84292 3831 530; 3838 237; 3832 663', 'Fax: +84292 3838 474', 'dhct@ctu.edu.vn']",active,,0,,,public,0,"Tầm nhìn Đại học Cần Thơ là nơi hội tụ, giao thoa và sản sinh tri thức - văn hóa - khoa học - công nghệ, tác động vào phát triển xã hội bền vững Giá trị cốt lõi Đồng thuận - Tận tâm - Chuẩn mực - Sáng tạo Triết lý giáo dục Vì cộng đồng, toàn diện, ưu việt Mục tiêu giáo dục Đào tạo nhân lực trình độ cao, nâng cao dân trí, bồi dưỡng nhân tài; NCKH và công nghệ tạo ra tri thức, sản phẩm mới và phục vụ cộng đ",https://www.ctu.edu.vn
,,,,,0.0,,,,2025-08-19T02:10:21.301460,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,,Crawler error: Cannot fetch https://www.agu.edu.vn,[],active,,0,,,,0,,https://www.agu.edu.vn
,,,,,0.0,,,,2025-08-19T02:10:22.380599,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,,Crawler error: Cannot fetch https://www.ctuet.edu.vn,[],active,,0,,,,0,,https://www.ctuet.edu.vn
,,,,,0.0,,,,2025-08-19T02:10:23.446102,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,,Crawler error: Cannot fetch https://www.udn.vn,[],active,,0,,,,0,,https://www.udn.vn
,,,,,0.0,,,,2025-08-19T02:10:24.475248,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,,Crawler error: Cannot fetch https://www.agu.edu.vn,[],active,,0,,,,0,,https://www.agu.edu.vn
,,,,,0.0,,,,2025-08-19T02:10:25.508227,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,,Crawler error: Cannot fetch https://www.ctuet.edu.vn,[],active,,0,,,,0,,https://www.ctuet.edu.vn
,,,"mẫu và tách dung môi Khu 2, Đ. 3/2, P. Ninh Kiều, TP. Cần Thơ ĐT: +84292 3831 530; 3838 237; 3832 663 Fax: +84292 3838 474",,0.0,,,Cần Thơ,2025-08-19T02:10:27.748446,VND,Giới thiệu Giới thiệu Tin tức Tuyển sinh Đào tạo Nghiên cứu Hợp tác Đơn vị trực thuộc Tân sinh viên Người học Viên chức Cựu sinh viên Sự kiện English Tân sinh viên Người học Viên chức Cựu sinh viên EN Trang chủ Giới thiệu Tổng quan Đảng ủy Hội đồng Trường Ban Giám hiệu Hội đồng Khoa học và Đào tạo Hội đồng Đả,dhct@ctu.edu.vn,Đại học Cần Thơ - Can Tho University,,https://facebook.com/ctudhct,[],,,"Lịch sử, Địa lý, và Ngoại ngữ. Sau đó mở rộng thành 5 Khoa: Toán - Lý (1980), Hóa - Sinh (1980), Sử - Địa (1982), Ngữ văn (1983) và Ngoại ngữ (1983). Trường Cao đẳng Nông nghiệp được đổi tên thành Khoa Nông nghiệp, đào tạo 2 ngành Trồng trọt và Chăn nuôi. Đến năm 1979, Khoa Nông nghiệp được mở rộng thành 7 Khoa: Trồng trọt (1977), Chăn nuôi - Thú y (1978), Thủy nông và Cải tạo đất (1978), Cơ khí Nông ngh",,False,False,,,https://www.ctu.edu.vn/images/upload/logo.png,,"Sứ mệnh Đại học Cần Thơ là nơi đào tạo con người tinh hoa trong môi trường học tập khai phóng, nghiên cứu khoa học và chuyển giao công nghệ đương đại, phát triển xã hội thịnh vượng Tầm nhìn Đại học Cần Thơ là nơi hội tụ, giao thoa và sản sinh tri thức - văn hóa - khoa học - công nghệ, tác động vào phát triển xã hội bền vững Giá trị cốt lõi Đồng thuận - Tận tâm - Chuẩn mực - Sáng tạo Triết lý giáo dục Vì",CTU,0 13909 1516,Cần Thơ,,,0,,CTU,Crawler,"['Khu 2, Đ. 3/2, P. Ninh Kiều, TP. Cần Thơ', 'ĐT: +84292 3831 530; 3838 237; 3832 663', 'Fax: +84292 3838 474', 'dhct@ctu.edu.vn']",active,,0,,,public,0,"Tầm nhìn Đại học Cần Thơ là nơi hội tụ, giao thoa và sản sinh tri thức - văn hóa - khoa học - công nghệ, tác động vào phát triển xã hội bền vững Giá trị cốt lõi Đồng thuận - Tận tâm - Chuẩn mực - Sáng tạo Triết lý giáo dục Vì cộng đồng, toàn diện, ưu việt Mục tiêu giáo dục Đào tạo nhân lực trình độ cao, nâng cao dân trí, bồi dưỡng nhân tài; NCKH và công nghệ tạo ra tri thức, sản phẩm mới và phục vụ cộng đ",https://www.ctu.edu.vn
,,,,,0.0,,,,2025-08-19T02:10:28.784561,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,,Crawler error: Cannot fetch https://www.agu.edu.vn,[],active,,0,,,,0,,https://www.agu.edu.vn
,,,,,0.0,,,,2025-08-19T02:10:29.818634,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,,Crawler error: Cannot fetch https://www.ctuet.edu.vn,[],active,,0,,,,0,,https://www.ctuet.edu.vn
,,,"mẫu và tách dung môi Khu 2, Đ. 3/2, P. Ninh Kiều, TP. Cần Thơ ĐT: +84292 3831 530; 3838 237; 3832 663 Fax: +84292 3838 474",,0.0,,,Cần Thơ,2025-08-19T02:10:31.951011,VND,Giới thiệu Giới thiệu Tin tức Tuyển sinh Đào tạo Nghiên cứu Hợp tác Đơn vị trực thuộc Tân sinh viên Người học Viên chức Cựu sinh viên Sự kiện English Tân sinh viên Người học Viên chức Cựu sinh viên EN Trang chủ Giới thiệu Tổng quan Đảng ủy Hội đồng Trường Ban Giám hiệu Hội đồng Khoa học và Đào tạo Hội đồng Đả,dhct@ctu.edu.vn,Đại học Cần Thơ - Can Tho University,,https://facebook.com/ctudhct,[],,,"Lịch sử, Địa lý, và Ngoại ngữ. Sau đó mở rộng thành 5 Khoa: Toán - Lý (1980), Hóa - Sinh (1980), Sử - Địa (1982), Ngữ văn (1983) và Ngoại ngữ (1983). Trường Cao đẳng Nông nghiệp được đổi tên thành Khoa Nông nghiệp, đào tạo 2 ngành Trồng trọt và Chăn nuôi. Đến năm 1979, Khoa Nông nghiệp được mở rộng thành 7 Khoa: Trồng trọt (1977), Chăn nuôi - Thú y (1978), Thủy nông và Cải tạo đất (1978), Cơ khí Nông ngh",,False,False,,,https://www.ctu.edu.vn/images/upload/logo.png,,"Sứ mệnh Đại học Cần Thơ là nơi đào tạo con người tinh hoa trong môi trường học tập khai phóng, nghiên cứu khoa học và chuyển giao công nghệ đương đại, phát triển xã hội thịnh vượng Tầm nhìn Đại học Cần Thơ là nơi hội tụ, giao thoa và sản sinh tri thức - văn hóa - khoa học - công nghệ, tác động vào phát triển xã hội bền vững Giá trị cốt lõi Đồng thuận - Tận tâm - Chuẩn mực - Sáng tạo Triết lý giáo dục Vì",CTU,,Cần Thơ,,,0,,CTU,Crawler,"['Khu 2, Đ. 3/2, P. Ninh Kiều, TP. Cần Thơ', 'ĐT: +84292 3831 530; 3838 237; 3832 663', 'Fax: +84292 3838 474', 'dhct@ctu.edu.vn']",active,,0,,,public,0,"Tầm nhìn Đại học Cần Thơ là nơi hội tụ, giao thoa và sản sinh tri thức - văn hóa - khoa học - công nghệ, tác động vào phát triển xã hội bền vững Giá trị cốt lõi Đồng thuận - Tận tâm - Chuẩn mực - Sáng tạo Triết lý giáo dục Vì cộng đồng, toàn diện, ưu việt Mục tiêu giáo dục Đào tạo nhân lực trình độ cao, nâng cao dân trí, bồi dưỡng nhân tài; NCKH và công nghệ tạo ra tri thức, sản phẩm mới và phục vụ cộng đ",https://www.ctu.edu.vn
,,,,,0.0,,,,2025-08-19T02:10:32.977271,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,,Crawler error: Cannot fetch https://www.agu.edu.vn,[],active,,0,,,,0,,https://www.agu.edu.vn
,,,,,0.0,,,,2025-08-19T02:10:34.024598,VND,,,,,,[],,,,,False,False,,,,,,,,,,,0,,,Crawler error: Cannot fetch https://www.ctuet.edu.vn,[],active,,0,,,,0,,https://www.ctuet.edu.vn
